epoch,train_r1_to_r2,val_r1_to_r2,train_r2_to_r1,val_r2_to_r1
52,2.6711987151626018e-05,7.200333964981243e-06,2.3903796757450088e-05,1.397110782836906e-05
53,1.801568614242477e-05,1.814866623228264e-05,2.3810207779917313e-05,5.681869096202272e-05
54,2.0321711029401082e-05,4.420533078162555e-06,2.4715903171935084e-05,1.016463390757907e-05
55,1.803060688929629e-05,1.6149283638065866e-06,2.336688518893857e-05,8.908420521929285e-06
56,1.305689081868356e-05,6.687902056483483e-06,2.923351186054722e-05,2.753379592423717e-06
57,2.5611474122142e-05,1.7164428457790006e-05,2.363832997816227e-05,3.736894580340179e-05
58,1.0761210852889093e-05,8.356064023357656e-06,1.5335204236851713e-05,7.514176596320182e-06
59,1.8400605369581405e-05,1.132610819064323e-05,1.9328790498571775e-05,3.3770482341609823e-06
60,2.0198261842446754e-05,3.863863542262282e-06,1.992019213370752e-05,1.543796541190371e-05
61,1.0414409498633975e-05,3.347585020585066e-05,2.335424200762687e-05,3.804835484645862e-05
62,1.7212972332194785e-05,0.0001292839726968906,1.7495525580407498e-05,3.8132563271834184e-05
63,1.7595866984101176e-05,7.680499409764947e-06,2.3933378861164838e-05,4.6868758415387545e-05
64,1.266620336095983e-05,1.3277094954641403e-05,1.685557779178886e-05,3.067974278435161e-06
65,1.4026126676930755e-05,1.2113999617918589e-05,1.6156699320162074e-05,2.769739978470987e-05
66,1.937604240091281e-05,1.4533066878728426e-05,2.6161487110832253e-05,3.375592506685911e-06
67,1.3031330857919903e-05,4.8855081609983656e-06,1.6459977491698992e-05,1.926383639997488e-06
68,1.4723634659968555e-05,1.080907117173002e-05,1.7759065516178512e-05,0.00019752113870226266
69,1.708763583621862e-05,1.047335408378674e-05,2.0804080738431273e-05,1.7387999034734986e-05
70,1.544593551026643e-05,4.9926423845154574e-05,1.795089272114589e-05,6.909841386932756e-05
71,9.893174794849346e-06,3.0168864297444755e-06,1.9130982687796196e-05,3.8991219502795314e-05
72,1.822597408564479e-05,8.613867911273182e-06,1.9318090599221637e-05,1.8845046539280127e-05
73,1.1493616842782993e-05,9.576640924042666e-06,1.6282803202978548e-05,5.553262864702205e-06
74,1.669851217728914e-05,4.094911492775653e-06,2.17937451829178e-05,3.587108411159775e-06
75,1.443725986415583e-05,2.6183350163759017e-06,2.0023492244415474e-05,1.1894819515279722e-05
76,1.2239835054026667e-05,3.551940168405536e-05,1.5888045315567902e-05,1.7065976445170532e-05
77,1.1981262317809617e-05,1.0744187875388889e-05,1.1896856766304513e-05,1.0574323058029462e-05
78,1.5655503054965822e-05,1.3557195369666799e-05,2.64396210721083e-05,3.7808882200119933e-06
79,1.2416130331271524e-05,1.7727045511325129e-06,1.3708784601407392e-05,2.0661282104235714e-05
80,1.3867940378520265e-05,0.00013128707115003858,2.0361450980754853e-05,4.058476241304877e-05
81,1.2099393195274056e-05,4.6542918657998635e-06,1.5514375044446794e-05,2.7674465288829215e-06
82,1.10708143567022e-05,4.243626604801073e-06,1.4715014190522118e-05,1.2129060775935483e-05
83,1.3871521278306581e-05,4.73610478653724e-06,2.4957111104158268e-05,1.7332660674156262e-06
84,1.4000162339765011e-05,0.0001588780700219605,1.246664569561179e-05,1.617156704014633e-05
85,1.2726421976713554e-05,2.9292929509340737e-06,2.0635421712754234e-05,4.039032511841191e-06
86,9.510502836533102e-06,1.2411571463287277e-05,1.823757355033766e-05,2.436212772798691e-05
87,1.4479360449806404e-05,4.020764908443884e-05,1.1938425100693929e-05,5.101353940981611e-05
88,1.7174624720753327e-05,4.508656314435345e-06,1.655454410458763e-05,1.8686118576680406e-05
89,4.9533697831529064e-06,1.0514929262895673e-05,1.8303351223299512e-05,2.4526845775152634e-05
90,1.0558368898497137e-05,1.644717922874629e-05,1.803207940064544e-05,7.775174671390845e-06
91,1.0899171478032029e-05,1.6916173712049887e-05,1.445482693973023e-05,1.5588173594050187e-05
92,1.275331429791444e-05,4.927196794931066e-06,2.6611868428425874e-05,1.5690961362804733e-05
93,1.1934649537088438e-05,2.725367744924555e-06,1.0815091946504591e-05,5.218578053245437e-06
94,7.809419469085412e-06,2.4324480085740608e-05,1.284932654666607e-05,8.277078375947301e-05
95,1.0105214207365188e-05,4.7931391459222106e-05,1.5936347353788546e-05,3.2566299825368927e-06
96,1.19636884432412e-05,2.962249744792198e-05,1.7722229810358258e-05,0.00021624560447110395
97,1.6837143175041398e-05,4.411643370689007e-06,1.6223741931232343e-05,1.608756136712535e-05
98,5.424465557201977e-06,7.1195072636402645e-06,1.214475974053729e-05,4.925862816778636e-06
99,9.18684593976053e-06,1.663790890790774e-05,1.537939633221533e-05,7.653578742455075e-06
100,1.165181212361933e-05,2.2395359393362458e-06,1.6853151341452665e-05,1.617450158048495e-05
